../Instances/CVRP/Golden_7.vrp;1;10674;0.008431
../Instances/CVRP/Golden_7.vrp;1;10635;0.020959
../Instances/CVRP/Golden_7.vrp;1;10617;0.037514
../Instances/CVRP/Golden_7.vrp;1;10466;0.051888
../Instances/CVRP/Golden_7.vrp;1;10421;0.445125
../Instances/CVRP/Golden_7.vrp;1;10413;0.491329
../Instances/CVRP/Golden_7.vrp;1;10399;0.507133
../Instances/CVRP/Golden_7.vrp;1;10328;0.515428
../Instances/CVRP/Golden_7.vrp;1;10314;0.743973
../Instances/CVRP/Golden_7.vrp;1;10279;0.81961
../Instances/CVRP/Golden_7.vrp;1;10271;1.0607
../Instances/CVRP/Golden_7.vrp;1;10206;1.40928
../Instances/CVRP/Golden_7.vrp;1;10201;1.72532
../Instances/CVRP/Golden_7.vrp;1;10198;1.96724
../Instances/CVRP/Golden_7.vrp;1;10193;2.22313
../Instances/CVRP/Golden_7.vrp;1;10191;2.49713
../Instances/CVRP/Golden_7.vrp;1;10187;2.56476
../Instances/CVRP/Golden_7.vrp;1;10183;2.74462
../Instances/CVRP/Golden_7.vrp;1;10182;2.74589
../Instances/CVRP/Golden_7.vrp;1;10179;3.18747
