../Instances/CVRP/X-n613-k62.vrp;1;63269;0.031106
../Instances/CVRP/X-n613-k62.vrp;1;63011;0.037298
../Instances/CVRP/X-n613-k62.vrp;1;62995;0.046342
../Instances/CVRP/X-n613-k62.vrp;1;62950;0.059629
../Instances/CVRP/X-n613-k62.vrp;1;62821;0.073413
../Instances/CVRP/X-n613-k62.vrp;1;62654;0.094863
../Instances/CVRP/X-n613-k62.vrp;1;62617;0.12245
../Instances/CVRP/X-n613-k62.vrp;1;62429;0.175261
../Instances/CVRP/X-n613-k62.vrp;1;62417;0.189965
../Instances/CVRP/X-n613-k62.vrp;1;62344;0.824261
../Instances/CVRP/X-n613-k62.vrp;1;62210;0.835244
../Instances/CVRP/X-n613-k62.vrp;1;62176;0.841005
../Instances/CVRP/X-n613-k62.vrp;1;62013;0.913794
../Instances/CVRP/X-n613-k62.vrp;1;62007;1.33395
../Instances/CVRP/X-n613-k62.vrp;1;61944;1.38494
../Instances/CVRP/X-n613-k62.vrp;1;61739;1.60757
../Instances/CVRP/X-n613-k62.vrp;1;61676;1.70876
../Instances/CVRP/X-n613-k62.vrp;1;61645;1.86739
../Instances/CVRP/X-n613-k62.vrp;1;61363;2.34749
../Instances/CVRP/X-n613-k62.vrp;1;61356;2.81691
../Instances/CVRP/X-n613-k62.vrp;1;61329;3.52308
../Instances/CVRP/X-n613-k62.vrp;1;61287;4.10061
../Instances/CVRP/X-n613-k62.vrp;1;61267;4.21313
../Instances/CVRP/X-n613-k62.vrp;1;61260;4.84914
../Instances/CVRP/X-n613-k62.vrp;1;61210;5.35511
../Instances/CVRP/X-n613-k62.vrp;1;61102;5.58627
../Instances/CVRP/X-n613-k62.vrp;1;60980;6.90284
../Instances/CVRP/X-n613-k62.vrp;1;60891;7.02232
../Instances/CVRP/X-n613-k62.vrp;1;60801;9.50768
../Instances/CVRP/X-n613-k62.vrp;1;60752;10.7178
../Instances/CVRP/X-n613-k62.vrp;1;60703;11.1177
../Instances/CVRP/X-n613-k62.vrp;1;60674;12.5919
../Instances/CVRP/X-n613-k62.vrp;1;60642;12.6483
../Instances/CVRP/X-n613-k62.vrp;1;60593;14.1284
../Instances/CVRP/X-n613-k62.vrp;1;60589;15.4395
../Instances/CVRP/X-n613-k62.vrp;1;60578;16.2409
../Instances/CVRP/X-n613-k62.vrp;1;60538;16.9468
../Instances/CVRP/X-n613-k62.vrp;1;60532;17.3547
../Instances/CVRP/X-n613-k62.vrp;1;60531;18.1384
../Instances/CVRP/X-n613-k62.vrp;1;60456;18.3232
../Instances/CVRP/X-n613-k62.vrp;1;60397;18.3559
../Instances/CVRP/X-n613-k62.vrp;1;60367;19.7104
../Instances/CVRP/X-n613-k62.vrp;1;60357;21.0966
../Instances/CVRP/X-n613-k62.vrp;1;60336;21.2021
../Instances/CVRP/X-n613-k62.vrp;1;60325;21.6072
../Instances/CVRP/X-n613-k62.vrp;1;60291;21.9457
../Instances/CVRP/X-n613-k62.vrp;1;60273;23.1507
../Instances/CVRP/X-n613-k62.vrp;1;60248;23.7992
../Instances/CVRP/X-n613-k62.vrp;1;60200;24.1958
../Instances/CVRP/X-n613-k62.vrp;1;60182;24.9816
../Instances/CVRP/X-n613-k62.vrp;1;60166;25.074
../Instances/CVRP/X-n613-k62.vrp;1;60152;28.9587
../Instances/CVRP/X-n613-k62.vrp;1;60140;29.0456
../Instances/CVRP/X-n613-k62.vrp;1;60136;29.1397
../Instances/CVRP/X-n613-k62.vrp;1;60133;29.6707
../Instances/CVRP/X-n613-k62.vrp;1;60130;30.5151
../Instances/CVRP/X-n613-k62.vrp;1;60128;32.4661
../Instances/CVRP/X-n613-k62.vrp;1;60127;32.8126
../Instances/CVRP/X-n613-k62.vrp;1;60105;32.8752
../Instances/CVRP/X-n613-k62.vrp;1;60103;32.9441
../Instances/CVRP/X-n613-k62.vrp;1;60089;33.0989
../Instances/CVRP/X-n613-k62.vrp;1;60087;34.6529
../Instances/CVRP/X-n613-k62.vrp;1;60084;36.5937
../Instances/CVRP/X-n613-k62.vrp;1;60081;40.9809
../Instances/CVRP/X-n613-k62.vrp;1;60078;41.5522
../Instances/CVRP/X-n613-k62.vrp;1;60076;41.9812
../Instances/CVRP/X-n613-k62.vrp;1;60073;43.7193
../Instances/CVRP/X-n613-k62.vrp;1;60072;43.8479
../Instances/CVRP/X-n613-k62.vrp;1;60069;44.0709
../Instances/CVRP/X-n613-k62.vrp;1;60060;45.0557
../Instances/CVRP/X-n613-k62.vrp;1;60054;45.743
../Instances/CVRP/X-n613-k62.vrp;1;60053;46.5233
../Instances/CVRP/X-n613-k62.vrp;1;60052;48.3483
../Instances/CVRP/X-n613-k62.vrp;1;60029;51.0252
../Instances/CVRP/X-n613-k62.vrp;1;60028;52.4834
../Instances/CVRP/X-n613-k62.vrp;1;60022;53.6496
../Instances/CVRP/X-n613-k62.vrp;1;60017;62.1845
../Instances/CVRP/X-n613-k62.vrp;1;60015;63.6709
../Instances/CVRP/X-n613-k62.vrp;1;60014;74.2283
../Instances/CVRP/X-n613-k62.vrp;1;60012;75.0892
../Instances/CVRP/X-n613-k62.vrp;1;60007;75.8222
../Instances/CVRP/X-n613-k62.vrp;1;60005;76.2143
../Instances/CVRP/X-n613-k62.vrp;1;59997;76.3647
../Instances/CVRP/X-n613-k62.vrp;1;59995;80.1384
../Instances/CVRP/X-n613-k62.vrp;1;59993;80.2474
../Instances/CVRP/X-n613-k62.vrp;1;59992;82.5101
../Instances/CVRP/X-n613-k62.vrp;1;59990;86.1295
../Instances/CVRP/X-n613-k62.vrp;1;59989;88.4349
../Instances/CVRP/X-n613-k62.vrp;1;59988;88.6611
../Instances/CVRP/X-n613-k62.vrp;1;59987;89.1161
../Instances/CVRP/X-n613-k62.vrp;1;59985;112.397
../Instances/CVRP/X-n613-k62.vrp;1;59984;124.114
../Instances/CVRP/X-n613-k62.vrp;1;59983;133.465
../Instances/CVRP/X-n613-k62.vrp;1;59981;144.744
../Instances/CVRP/X-n613-k62.vrp;1;59974;145.69
../Instances/CVRP/X-n613-k62.vrp;1;59972;147.778
../Instances/CVRP/X-n613-k62.vrp;1;59956;147.792
../Instances/CVRP/X-n613-k62.vrp;1;59955;148.4
../Instances/CVRP/X-n613-k62.vrp;1;59947;148.592
../Instances/CVRP/X-n613-k62.vrp;1;59945;149.004
../Instances/CVRP/X-n613-k62.vrp;1;59942;149.592
../Instances/CVRP/X-n613-k62.vrp;1;59939;150.082
../Instances/CVRP/X-n613-k62.vrp;1;59938;150.691
../Instances/CVRP/X-n613-k62.vrp;1;59935;151.127
../Instances/CVRP/X-n613-k62.vrp;1;59929;153.109
../Instances/CVRP/X-n613-k62.vrp;1;59928;154.622
../Instances/CVRP/X-n613-k62.vrp;1;59927;158.625
../Instances/CVRP/X-n613-k62.vrp;1;59924;159.426
../Instances/CVRP/X-n613-k62.vrp;1;59922;166.628
../Instances/CVRP/X-n613-k62.vrp;1;59921;168.355
../Instances/CVRP/X-n613-k62.vrp;1;59911;169.403
../Instances/CVRP/X-n613-k62.vrp;1;59907;171.395
../Instances/CVRP/X-n613-k62.vrp;1;59901;185.306
../Instances/CVRP/X-n613-k62.vrp;1;59900;188.361
../Instances/CVRP/X-n613-k62.vrp;1;59897;193.561
../Instances/CVRP/X-n613-k62.vrp;1;59892;195.09
../Instances/CVRP/X-n613-k62.vrp;1;59887;197.649
../Instances/CVRP/X-n613-k62.vrp;1;59881;203.105
../Instances/CVRP/X-n613-k62.vrp;1;59879;208.795
../Instances/CVRP/X-n613-k62.vrp;1;59873;212.548
