../Instances/CVRP/Golden_2.vrp;1;8766;0.007059
../Instances/CVRP/Golden_2.vrp;1;8682;0.016217
../Instances/CVRP/Golden_2.vrp;1;8558;0.236075
../Instances/CVRP/Golden_2.vrp;1;8556;0.358247
../Instances/CVRP/Golden_2.vrp;1;8554;0.391598
../Instances/CVRP/Golden_2.vrp;1;8517;0.503593
../Instances/CVRP/Golden_2.vrp;1;8492;0.843607
../Instances/CVRP/Golden_2.vrp;1;8491;0.938755
../Instances/CVRP/Golden_2.vrp;1;8489;1.05058
../Instances/CVRP/Golden_2.vrp;1;8488;1.45064
../Instances/CVRP/Golden_2.vrp;1;8479;1.57897
../Instances/CVRP/Golden_2.vrp;1;8478;2.22795
../Instances/CVRP/Golden_2.vrp;1;8475;2.23794
../Instances/CVRP/Golden_2.vrp;1;8470;2.51464
../Instances/CVRP/Golden_2.vrp;1;8469;2.57566
../Instances/CVRP/Golden_2.vrp;1;8467;2.66308
../Instances/CVRP/Golden_2.vrp;1;8466;3.03577
../Instances/CVRP/Golden_2.vrp;1;8464;3.12891
../Instances/CVRP/Golden_2.vrp;1;8463;3.59502
../Instances/CVRP/Golden_2.vrp;1;8462;4.37093
../Instances/CVRP/Golden_2.vrp;1;8461;4.94952
../Instances/CVRP/Golden_2.vrp;1;8460;5.41337
../Instances/CVRP/Golden_2.vrp;1;8459;38.2152
../Instances/CVRP/Golden_2.vrp;1;8457;44.3327
../Instances/CVRP/Golden_2.vrp;1;8456;45.1975
