../Instances/CVRP/CMT10.vrp;1;1459;0.003293
../Instances/CVRP/CMT10.vrp;1;1455;0.011362
../Instances/CVRP/CMT10.vrp;1;1451;0.016188
../Instances/CVRP/CMT10.vrp;1;1437;0.018236
../Instances/CVRP/CMT10.vrp;1;1429;0.03448
../Instances/CVRP/CMT10.vrp;1;1405;0.16628
../Instances/CVRP/CMT10.vrp;1;1403;0.204505
../Instances/CVRP/CMT10.vrp;1;1402;0.229058
../Instances/CVRP/CMT10.vrp;1;1392;0.252769
../Instances/CVRP/CMT10.vrp;1;1387;0.534969
../Instances/CVRP/CMT10.vrp;1;1385;0.794039
../Instances/CVRP/CMT10.vrp;1;1383;1.04301
../Instances/CVRP/CMT10.vrp;1;1382;1.08459
../Instances/CVRP/CMT10.vrp;1;1379;1.87755
../Instances/CVRP/CMT10.vrp;1;1378;2.05992
../Instances/CVRP/CMT10.vrp;1;1377;9.74436
