../Instances/CVRP/X-n120-k6.vrp;1;13919;0.001776
../Instances/CVRP/X-n120-k6.vrp;1;13712;0.007297
../Instances/CVRP/X-n120-k6.vrp;1;13667;0.038045
../Instances/CVRP/X-n120-k6.vrp;1;13594;0.081025
../Instances/CVRP/X-n120-k6.vrp;1;13588;0.10882
../Instances/CVRP/X-n120-k6.vrp;1;13553;0.138211
../Instances/CVRP/X-n120-k6.vrp;1;13542;0.141869
../Instances/CVRP/X-n120-k6.vrp;1;13442;0.143368
../Instances/CVRP/X-n120-k6.vrp;1;13415;0.166425
../Instances/CVRP/X-n120-k6.vrp;1;13394;0.171904
../Instances/CVRP/X-n120-k6.vrp;1;13354;0.176815
../Instances/CVRP/X-n120-k6.vrp;1;13332;0.391268
